DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,2022 Volume,2023 Volume,2024 Volume,2022Month,2023Month,2024Month,2022 Revenue,2023 Revenue,2024 Revenue
Mexico,Cancun,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,400,206000,658400,406800,5,12,11,28840,102010,66712
Dominican Republic,La Romana,JTI,CAMEL,43011,CAMEL - KS BOX,200,4600,5000,1400,1,2,0,897,1110.73,324.98
Turkey,Adana Airport,BAT,KENT,101267,KENT - MIX AROMA KS RCB C,200,7000,30000,20000,1,8,4,815.18,3698.54,1939.39
Turkey,Dalaman Airport,PMI,L&M,87049,L&M - RED LABEL KS RCB 600 - TURKEY DF,600,855000,787200,0,10,11,0,122691,120009,0
Namibia,Katima Mulilo,JTI,UNDEFINED,0,UNDEFINED,0,351466,87866,62761,9,2,1,0,0,0
Germany,Hannover,PMI,MARLBORO,125533,MARLBORO - RED 3.5 100's BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,0,31400,29000,0,11,7,0,9727.3,9265.5
China,Qingdao Liuting,PMI,MARLBORO,105625,MARLBORO - WHITE MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,7696,99200,66200,1,11,7,4863.9936,70540,43995
Caribbean Other,Port-au-Prince (Haiti),PMI,MARLBORO,104518,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU JUMBO WHITE - LA&CANADA DF-ENG TXT,200,14400,0,0,5,0,0,2088,0,0
Brazil,Sao Paulo - Guarulhos,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,8400,13200,46800,1,2,7,1071,1782,6318
India,Amritsar,IMPERIAL BRANDS,UNDEFINED,0,UNDEFINED,0,2565,15710,44930,1,2,4,0,0,0
Mexico,Cancun,PMI,L&M,123639,L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,327800,259000,242400,10,11,11,55026,47548,46056
China,Shenyang Taoxian,PMI,MARLBORO,105623,MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,41400,42800,0,7,10,0,30030,27930
United Arab Emirates,Sharjah,BAT,DUNHILL,49364,DUNHILL - (BLUE) KS BOX,400,0,143600,235600,0,6,11,0,20743.02,131061.85
Turkey,Gaziantep Airport,BAT,KENT,59762,KENT - CONVERTIBLES KS RCB C,200,13400,11200,8800,6,5,3,1675,1400,1100
Spain,Malaga,IMPERIAL BRANDS,GAULOISES,60339,GAULOISES - ROUGE KS BOX,200,54600,56800,56600,11,11,11,9991.8,12418.65,13595.16
Dominican Republic,Santo Domingo Las Americas,PMI,MARLBORO,91755,MARLBORO - (RED FWD) KS BOX 400 WHITE - LA&CANADA DF-ENG TXT,400,753200,398000,0,12,5,0,139342,77529,0
Greece,Zakynthos,PMI,MARLBORO,123331,MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,0,0,742000,0,0,7,0,0,159154.04
Egypt,Marsa Aalam,IMPERIAL BRANDS,DAVIDOFF,70865,DAVIDOFF - (WHITE) KS BOX,200,9483,4073,0,3,1,0,1232.79,529.49,0
Morocco,Fes,JTI,WINSTON,45191,WINSTON - LIGHTS KS BOX,200,39842,48767,48609,8,12,10,6175.51,7558.885,7534.395
Turkey,Adana Airport,BAT,KENT,55421,KENT - NANOTEK (SILVER) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,1800,8800,2600,0,4,0,253.84,1300.74,224.69
China,Urumchi Diwobao,IMPERIAL BRANDS,DAVIDOFF,57669,DAVIDOFF - SILVER 100's BOX SUPERSLIMS,200,0,50841,102482,0,8,11,0,30504.6,61489.2
Kyrgyzstan,Manas,BAT,PALL MALL,53263,PALL MALL - (RED) KS BOX,200,0,8600,9000,0,5,3,0,589.27,682.37
Colombia,Medellin Jose Maria Cordova,PMI,MARLBORO,125837,MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,0,97962,64818,0,9,11,0,14694.3,9722.7
Spain,Ibiza,JTI,WINSTON,56994,WINSTON - (RED) 100's BOX,200,0,13000,57000,0,3,6,0,2778.75,13537.5
Turkey,Antalya Airport,IMPERIAL BRANDS,SUPERKINGS,70127,SUPERKINGS - BLACK 100's BOX,600,486000,810000,880200,12,12,11,82781.67,141601.5,166578
Turkey,Istanbul Asia Airport,IMPERIAL BRANDS,DAVIDOFF,48007,DAVIDOFF - SLIMS LIGHTS 100's OCTAGONAL PACK SLIMS,400,53200,403600,374000,3,12,11,8778,66594,67572
Tanzania,Dar Es Salaam,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,39000,32200,32000,10,7,8,0,9008000,9815999.94
Kazakhstan,Almaty,PMI,PARLIAMENT,98146,PARLIAMENT - AQUA BLUE KS RCB WHITE - CES-EE-CA DF-ENG GHW,200,302800,1031700,615080,11,12,8,48916.4,114759,67658.8
Dominican Republic,Punta Cana - Higuey,JTI,CAMEL,43011,CAMEL - KS BOX,200,559800,376200,650800,11,12,11,106362,71478,123652
Senegal,Leopold Sedar Senghar,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,195400,412800,153000,7,10,10,0,34477500.34,14993000
Caribbean Other,Port-au-Prince (Haiti),PMI,MARLBORO,139305,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,0,32000,0,0,6,0,0,4480
Jordan,Amman,BAT,DUNHILL,50827,DUNHILL - (GOLD) KS BOX,600,1398600,1271400,1071600,12,12,11,186219.5,187485.51,160677
Germany,Frankfurt,PMI,L&M,124243,L&M - BLUE LABEL (5.0 CWB) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,586000,589600,667200,12,12,11,134633.5,145434.6,173305.2
China,Hohhot Baita,BAT,KENT,43815,KENT - KS BOX,200,0,10,174,0,0,0,0,6,104.4
Turkey,Izmir Airport,JTI,WINSTON,109453,WINSTON - CASTER WHITE 7 KS RCB,400,6400,48400,63600,2,9,11,854.38,7312.88,8478.24
Bahrain,Manama,IMPERIAL BRANDS,SUPERKINGS,48948,SUPERKINGS - LIGHTS KS BOX,200,0,21800,0,0,6,0,0,1724.49,0
Mexico,Ixtapa Zihuatanejo,PMI,MARLBORO,142119,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,0,2800,9200,0,1,3,0,479.5,1683
China,Shanghai Pudong,JTI,SALEM,44768,SALEM - MENTHOL KS BOX,200,247450,1764081,2159792,10,12,11,143521,1023166.98,1252679.36
China,Yanji Zhaoyangchuan,CHINA NATIONAL,LIQUN,60578,LIQUN - (RED) KS BOX,200,3198,116440,32950,1,12,3,2718.3,98974,28007.5
Dominican Republic,Punta Cana - Higuey,IMPERIAL BRANDS,WEST,45148,WEST - LIGHTS KS BOX,200,378200,77800,337600,12,11,11,58621,12059,52328
Taiwan,Taipei - Taoyuan,PMI,MARLBORO,98691,MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - TAIWAN DF,200,0,719211,2303974,0,5,12,0,3092607.3,9907088.2
Saudi Arabia,RIYADH,IMPERIAL BRANDS,WEST,46023,WEST - RED KS BOX,400,1424000,500000,775600,12,12,11,0,172500,267582
Turkey,Ankara Airport,JTI,WINSTON,121580,WINSTON - EXPAND DUO KS BOX C,200,14000,30600,22000,6,11,8,1937.54,4975.48,3839
Turkey,Izmir Airport,PMI,L&M,122610,L&M - BLUE LABEL (5.0 CWB) KS RCB - TURKEY DF,200,0,0,344200,0,0,12,0,0,62430.9
Kenya,Jomo Kenyatta,PMI,MARLBORO,139345,MARLBORO - GOLD (3.5) KS RCS 400 TRANSPARENT BUNDLE WHITE - GENERIC DF-ENG TXT,400,0,0,135762,0,0,8,0,0,16121.7375
Morocco,Oujda,BAT,DUNHILL,47577,DUNHILL - INTERNATIONAL KS BOX,200,19545,24017,48238,7,7,11,3230.4069,4039.53215,8020.03075
Turkey,Izmir Airport,PMI,MARLBORO,124504,MARLBORO - TOUCH BLUE KS DSP 600 SLIMS TRANSPARENT BUNDLE WHITE - TURKEY DF,600,0,34800,747000,0,1,12,0,5133,112748.1
Turkey,Gaziantep Airport,JTI,CAMEL,43011,CAMEL - KS BOX,600,9600,7200,11400,4,4,4,984,738,1168.5
Japan,Fukuoka,BAT,STATE EXPRESS 555,44926,STATE EXPRESS 555 - KS BOX,200,0,0,168800,0,0,9,0,0,2616400
Turkey,Bodrum Airport,PMI,PARLIAMENT,137664,PARLIAMENT - SILVER BLUE KS RCS 600 WHITE - TURKEY DF,600,0,76200,105000,0,5,6,0,15049.5,21262.5
Morocco,Marrakech,BAT,VOGUE,68664,VOGUE - (BLUE) 100's L-STICK ROUND CORNER BOX SUPERSLIMS,400,211704,674436,875290,6,12,11,33343.38,106223.67,137858.175
Spain,Sevilla,JTI,STERLING,61077,STERLING - SUPERKINGS (RED) 100's BOX,200,43000,56000,46400,10,11,11,7589.5,13401.02,13950.91
Cambodia,Phnom Penh,CHINA NATIONAL,MAO,107827,MAO - NUMBER 13 KS SOFT,200,4600,3600,9000,1,0,3,0,4753.45,9616.32
Italy,Rome Fiumicino,PMI,MARLBORO,123091,MARLBORO - GOLD TOUCH 3.5 KS RCT SLIMS - ITALY DF - IDM ITALY,200,672000,1150600,1133800,12,12,11,150528,261985.4,273803
Turkey,Antalya Airport,MONUS,MONUS,54932,MONUS - (RED) 100's OCTAGONAL PACK SLIMS,200,0,0,68000,0,0,2,0,0,1496
China,Shanghai Hongqiao,JTI,MEVIUS,89726,MEVIUS - SKY BLUE KS RCB,200,0,690911,896668,0,10,11,0,532001.47,690434.36
Saint Marteen (NL),St. Maarten Princess Juliana,PMI,MARLBORO,104440,MARLBORO - (RED FWD) KS BOX TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,200,0,0,49926,0,0,6,0,0,7755.58795
South Korea,Busan - Kimhae,JTI,SEVEN STARS,94949,SEVEN STARS - 10 KS BOX,200,93800,1217800,988600,8,12,11,13625.25,182670,148290
Dominican Republic,Punta Cana - Higuey,JTI,GLAMOUR,54225,GLAMOUR - MENTHOL 100's L-STICK BOX SUPERSLIMS,400,130000,28800,248000,7,4,6,24050,4483.94,52667.41
Japan,Osaka - Kansai,JTI,MEVIUS,113710,MEVIUS - PREMIUM MENTHOL OPTION PURPLE1 MENTHOL 100's RCB C,200,428000,5027200,5593000,12,12,12,8346000,98030400,109063500
China,Xian Xianyang,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,4741,25841,24512,0,9,11,3152.765,17184.265,16300.48
South Korea,Jeju,KT & G,RAISON,53057,RAISON - BLACK 1MG KS BOX,200,7599800,5889400,4305600,12,12,11,1101974,854162,624476
Morocco,Oujda,BAT,VOGUE,47618,VOGUE - MENTHOL KS BOX,400,54400,68000,22800,9,12,6,8568,10722.22,3588.15
Turkey,Trabzon Airport,BAT,ROTHMANS,45801,ROTHMANS - INTERNATIONAL KS BOX,200,0,10400,4000,0,4,1,0,2203.44,858.84
Spain,Almeria,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,200,140600,95800,64800,10,12,11,26292.2,24098.88,20501.33
China,Beijing,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,44839,410677,726753,8,10,11,34526.03,316221.29,559599.81
Japan,Osaka - Kansai,PMI,MARLBORO,113865,MARLBORO - (GOLD 3.0) KS RCB WHITE - JAPAN DF,200,391200,1767800,2494800,12,12,12,8352120,37702478.7,53229334.41
Tunisia,Monastir,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,400,0,0,268000,0,0,9,0,0,47834.57
Morocco,Casablanca,JTI,WINSTON,54249,WINSTON - LIGHTS 100's BOX SUPERSLIMS,400,0,11600,62000,0,3,11,0,1798,9470.5
China,Urumchi Diwobao,IMPERIAL BRANDS,DAVIDOFF,48009,DAVIDOFF - SLIMS CLASSIC 100's OCTAGONAL PACK SLIMS,200,0,42335,85359,0,8,11,0,25401,51215.4
Mexico,Puerto Vallarta,PMI,MARLBORO,125837,MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,0,133000,205400,0,7,10,0,29925,46215
Turkey,Ankara Airport,PMI,MARLBORO,125311,MARLBORO - BLOSSOM FUSION MENTHOL KS RCB 600 C CHI SPECIAL OUTER WHITE - TURKEY DF,600,3000,52200,46200,1,12,12,487.5,8568,7815
South Korea,Jeju,PMI,MARLBORO,97435,MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - KOREA DF,200,392200,363000,462400,12,12,11,64406,58080,69100
China,Jinan Xiaoqiang,CHINA NATIONAL,CHUNGHWA,47099,CHUNGHWA - KS SOFT,200,0,19571,34529,0,8,11,0,53820.25,94954.75
Greece,Mykonos,IMPERIAL BRANDS,DAVIDOFF,70865,DAVIDOFF - (WHITE) KS BOX,200,18800,16000,12600,5,5,5,3243,2760,2173.5
Brazil,Sao Paulo - Guarulhos,JTI,GLAMOUR,54224,GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,400,160400,119200,140400,11,6,11,21612.19,15842.14,18810.26
Poland,Lublin,PMI,L&M,124289,L&M - BLUE LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,400,1068800,1450400,2480800,12,10,11,684000,1026326,1870078
United Arab Emirates,Abu Dhabi,PMI,MARLBORO,124493,MARLBORO - TOUCH 3.5 KS RCS 400 SLIMS TRANSPARENT BUNDLE WHITE - UAE DF,400,217200,616400,473200,5,10,11,29816.13,108011.15,272637.04
India,Chattrapati Shivaji,IMPERIAL BRANDS,UNDEFINED,0,UNDEFINED,0,923468,1384381,1499564,10,5,6,0,0,0
Japan,Fukuoka,BAT,DUNHILL,97342,DUNHILL - NEW 6MG KS OCTAGONAL PACK,200,104600,753000,783600,10,12,12,1621300,11671500,12145800
Switzerland,Geneva,IMPERIAL BRANDS,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,200,88000,122400,128600,12,12,11,24640,34272,36008
Poland,Warsaw,BAT,UNDEFINED,0,UNDEFINED,0,1480571,1114396,1160195,12,12,12,0,0,0
Great Britain,Manchester,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,600,1431600,2164800,2024400,12,12,11,322110,523619.89,549765
Italy,Florence,PMI,MARLBORO,125683,MARLBORO - RED 3.5 KS BOX - ITALY DF - IDM ITALY,200,0,43000,54800,0,9,11,0,10511.96,13542.5
China,Kunming Wujiaba,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,10680,30547,19980,5,12,8,7102.2,20313.755,13286.7
Dominican Republic,Puerto Plata,BAT,LUCKY STRIKE,127567,LUCKY STRIKE - AMBER KS BOX C,200,0,5800,21600,0,2,5,0,1310.43,5043.56
China,Shenyang Taoxian,JTI,CAMEL,43025,CAMEL - LIGHTS KS BOX,200,8584,93513,127492,4,11,11,4721.2,51432.15,70120.6
India,Bangalore,IMPERIAL BRANDS,DAVIDOFF,53129,DAVIDOFF - CLASSIC KS OCTAGONAL PACK,200,41400,46400,42000,10,12,7,0,689788.11,648900
South Korea,Seoul,KT & G,THE ONE,52616,THE ONE - KS OCTAGONAL PACK,200,45600,382000,318000,7,12,11,6822,57300,47700
Kyrgyzstan,Manas,IMPERIAL BRANDS,WEST,46755,WEST - SILVER KS BOX,200,0,17600,31200,0,7,9,0,880,1560
United Arab Emirates,Sharjah,PMI,MARLBORO,137260,MARLBORO - RED 3.5 KS BOS (PROMO) - UAE DF,200,70200,48800,12000,2,2,1,10249.2,8337.48,7680
Macau,Macau,IMPERIAL BRANDS,DAVIDOFF,43244,DAVIDOFF - KS BOX,200,922523,2909763,2837160,12,11,12,756468.86,2386005.66,2326471.2
Turkey,Samsun Airport,PMI,MARLBORO,114829,MARLBORO - (GOLD 3.0) 100's SOFT - TURKEY DF,200,10600,26400,26200,4,7,9,1378,3432,3406
Tunisia,Jerba,JTI,CAMEL,67982,CAMEL - ACTIVATE KS BOX C,200,0,18600,61400,0,4,9,0,3069,10131
Great Britain,Humberside,PMI,MARLBORO,125044,MARLBORO - GOLD (2.0 ORIGINAL) KS RCB TRANSPARENT BUNDLE - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,7000,11000,17200,3,5,9,2100,3384,5500
Japan,Tokyo - Narita,BAT,LUCKY STRIKE,43974,LUCKY STRIKE - KS SOFT,200,1313000,1540800,1892800,12,12,12,26791900,31586400,38802400
Great Britain,Aberdeen,IMPERIAL BRANDS,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,200,0,0,3200,0,0,1,0,0,1113
Morocco,Tangier,JTI,STERLING,88594,STERLING - FRESH TASTE ON DEMAND KS BOX C,200,27387,75433,73146,7,12,11,3971.115,10937.785,10606.17
China,Changsha Huanghua,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,312,12145,22540,0,9,11,179.4,6983.375,12960.5
Kazakhstan,Astana,PMI,MARLBORO,114740,MARLBORO - (GOLD 3.0) KS RCB 400 - CES-EE-CA DF-ENG GHW,400,58400,80800,100000,10,12,11,7821.22,11407.67,14312.76
India,Bangalore,BAT,ROTHMANS,46008,ROTHMANS - (BLUE) KS BOX,200,6000,44000,45400,1,10,6,0,342962.57,360930
Kenya,Jomo Kenyatta,PMI,MARLBORO,138965,MARLBORO - LUNA SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - GENERIC DF-ENG TXT,200,0,0,19818,0,0,8,0,0,2459.71675
Jamaica,Kingston,PMI,MARLBORO,125084,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,0,13180,61166,0,2,7,0,2636,12233.2
South Korea,Incheon,KT & G,BOHEM,70934,BOHEM - MOJITO DOUBLE MENTHOL KS BOX C,200,2084400,4824200,4299400,12,12,11,310190,723630,644910
Mexico,Guadalajara,PMI,PARLIAMENT,125074,PARLIAMENT - AQUA BLUE KS RCB WHITE - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,5400,13200,0,2,6,0,1080,2746
China,Ningbo Lishe,IMPERIAL BRANDS,WEST,46755,WEST - SILVER KS BOX,200,228,3130,1660,0,0,0,104.88,1439.8,763.6
China,Xiamen Gaoqi,NANYANG BROTHERS,DOUBLE HAPPINESS,85873,DOUBLE HAPPINESS - CLASSIC DELUXE LS BOX,200,31512,185910,184707,12,12,11,26470.08,156164.4,155153.88
Egypt,Cairo,IMPERIAL BRANDS,SUPERKINGS,70127,SUPERKINGS - BLACK 100's BOX,200,17800,0,0,8,0,0,2343.93,0,0
Morocco,Tangier,PMI,MARLBORO,113639,MARLBORO - (GOLD 3.0) KS RCB 400 - NORTH AFRICA DF,400,1011600,1286800,1614000,12,12,11,169195,213936.18,265852.2
Ecuador,Guayaquil,JTI,GLAMOUR,54225,GLAMOUR - MENTHOL 100's L-STICK BOX SUPERSLIMS,200,34000,23800,12400,12,9,6,5100,4284,2356
France,Toulouse,PMI,PHILIP MORRIS,122362,PHILIP MORRIS - KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,130400,252400,140000,11,12,11,33904,68108.86,42169.96
South Korea,Daegu,KT & G,BOHEM,133602,BOHEM - CIGAR CARIBE KS BOX C,200,3400,66800,123400,1,12,10,510,10020,18510
Turkey,Ankara Airport,BAT,DUNHILL,46626,DUNHILL - INTERNATIONAL 90's BOX,200,17600,26000,0,9,10,0,3143.2,5033.6,0
Germany,Munich,PMI,L&M,124240,L&M - RED LABEL (5.0 CWB) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,334000,310800,322000,12,12,12,76044.5,74056.3,82512.5
Turkey,Izmir Airport,IMPERIAL BRANDS,DAVIDOFF,49888,DAVIDOFF - WHITE 100's OCTAGONAL PACK SUPERSLIMS,400,21200,20800,26800,8,9,7,3392,3452,4556
Mexico,Cancun,CHINA NATIONAL,CHUNGHWA,103853,CHUNGHWA - 5000 KS BOX,200,68800,0,0,6,0,0,4290,0,0
Russia,Moscow - Vnukovo,PMI,MARLBORO,121978,MARLBORO - (GOLD 3.0) KS RCS WHITE - RUSSIA DF - IDM RUSSIA,200,132800,260800,571600,7,7,11,20804.44,49528.56,99661.39
Morocco,Essaouira,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,12029,18330,21120,4,8,8,1623.915,2474.55,2851.2
United Arab Emirates,Abu Dhabi,PMI,L&M,122908,L&M - RED LABEL (5.0 CWB) KS RCB - UAE DF,200,397000,1029200,791400,5,10,11,45774.1,118666.76,324700.09
Poland,Warsaw,PMI,MARLBORO,122416,MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,400,2368000,119600,0,12,2,0,1759542,101660,0
Turkey,Diyarbakir Airport,PMI,MARLBORO,123491,MARLBORO - SHUFFLE MENTHOL KS RCB C MUL WHITE - TURKEY DF,200,13200,15800,14200,5,6,3,1650,1975,1775
Greece,Heraklion Airport,BAT,PETER STUYVESANT,50531,PETER STUYVESANT - (RED) KS BOX,200,16600,14400,13200,5,5,5,2490,2160,1980
Aruba,Oranjestad,JTI,NATURAL AMERICAN SPIRIT,54054,NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,200,86400,52200,75400,10,7,10,17712,12508.2,19276.91
Japan,Tokyo - Narita,BAT,KENT,98079,KENT - S SERIES SPARK 5 MENTHOL 100's BOX C SUPERSLIMS,200,629400,1508800,2796800,12,12,12,10699800,25649600,47545600
Sweden,Malmo,JTI,LEVEL,53846,LEVEL - FULL FLAVOUR KS BOX,200,1400,11200,9000,0,4,2,2933,23464,21055
Canary Islands,Tenerife,IMPERIAL BRANDS,FORTUNA,56044,FORTUNA - ROJO KS BOX,200,1265000,1285400,1273000,12,12,11,201767.5,201365.93,202848.3
Turkey,Istanbul Airport,PMI,MARLBORO,125713,MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - TURKEY DF - BASE PRODUCT DF,600,0,0,14737800,0,0,11,0,0,2438977.7
Switzerland,Geneva,PMI,MARLBORO,124270,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ZONE 1 DF - IDM SWITZERLAND,400,3440400,3472800,3377200,12,12,11,876093,900646.2,891170
Japan,Tokyo - Narita,JTI,MEVIUS,123007,MEVIUS - LIGHTS KS BOX 40,400,0,312000,1330400,0,3,10,0,4680000,19956000
China,Changchun Longjia,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,1402,16447,5480,0,9,2,841.2,9868.2,3288
Morocco,Al Hoceima,BAT,BENSON & HEDGES,58737,BENSON & HEDGES - SPECIAL FILTER KS BOX,600,2550,5034,7616,0,0,1,289,570.52,863.146666667
Italy,Milan - Linate,POESCHL TABAK,PUEBLO,55812,PUEBLO - KS BOX,200,1600,2000,3200,0,0,0,260,420,672
Greece,Athens,KARELIA TOBACCO,KARELIA,51666,KARELIA - WHITE KS BOX,200,171800,188400,137800,12,12,11,19984.85,23550,17225
Greece,Alexandoupolis,BAT,ROTHMANS,45801,ROTHMANS - INTERNATIONAL KS BOX,200,24400,16600,16400,6,6,5,4636,3154,3994
Dominican Republic,Punta Cana - Higuey,PMI,MARLBORO,91755,MARLBORO - (RED FWD) KS BOX 400 WHITE - LA&CANADA DF-ENG TXT,400,2083600,1084000,400,12,6,0,403772,219510,81
India,Indira Gandhi,PMI,L&M,123647,L&M - RED LABEL (5.0 CWB) KS RCB 600 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,600,0,163165,182363,0,2,9,0,16642.83,787245.824666667
Japan,Hiroshima,PMI,MARLBORO,119098,MARLBORO - ICE BLAST MEGA 1 MENTHOL KS BOX C WHITE - JAPAN DF,200,0,3600,16400,0,1,7,0,78660,358340
France,Lille,IMPERIAL BRANDS,NEWS,44311,NEWS - KS BOX,200,65000,41600,28000,11,11,9,16087.5,13835.5,9910.3
Great Britain,Exeter,BAT,BENSON & HEDGES,45433,BENSON & HEDGES - KS BOX,200,33200,33400,23000,11,12,9,10458,10796.03,8156
Serbia,Belgrade,PMI,MARLBORO,125610,MARLBORO - RED 3.5 KS BOX WHITE - SERBIA DF - IDM SERBIA,200,0,0,6184000,0,0,8,0,0,1159500
Nicaragua,Managua,PMI,MARLBORO,104518,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU JUMBO WHITE - LA&CANADA DF-ENG TXT,200,29400,7800,0,3,4,0,4372,1248,0
Morocco,Casablanca,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,200,205533,247491,216763,9,12,11,31857.615,38361.105,34559.24
Sweden,Vaxjo,PMI,MARLBORO,122909,MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM SWEDEN,200,40000,39615,10000,4,4,1,97300,96858.675,27450
Switzerland,Zurich,IMPERIAL BRANDS,LAMBERT & BUTLER,91250,LAMBERT & BUTLER - MENTHOL MENTHOL KS BOX,200,32400,43400,41800,9,11,10,9085.86,11329.84,11857.18
Turkey,Gaziantep Airport,JTI,CAMEL,97296,CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,600,1200,600,1800,0,0,0,123,61.5,184.5
Netherlands,Amsterdam - Schiphol,IMPERIAL BRANDS,LAMBERT & BUTLER,43914,LAMBERT & BUTLER - LIGHTS KS BOX,200,601400,293200,0,6,1,0,177112.3,99541.4,0
China,Kunming Wujiaba,BAT,STATE EXPRESS 555,57655,STATE EXPRESS 555 - MANDARIN PEARL 90's,200,103254,295380,193142,11,12,9,84354.5,236630,154513.6
Poland,Szczecin,PMI,MARLBORO,123056,MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,20,13300,206060,0,2,12,0,10906,182446.1,0
Ghana,Accra,JTI,MAYFAIR,44279,MAYFAIR - KS BOX,200,0,0,30200,0,0,6,0,0,3647.97
Great Britain,Aberdeen,IMPERIAL BRANDS,RICHMOND,44644,RICHMOND - SUPERKINGS 100's BOX,200,22200,16200,16000,9,6,6,5106,3726,4071
United Arab Emirates,Abu Dhabi,PMI,MARLBORO,125376,MARLBORO - WINTER SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - UAE DF,200,0,349000,0,0,5,0,0,55911.83,0
Japan,Tokyo - Narita,JTI,MEVIUS,115115,MEVIUS - GOLD IMPACT 1 100's D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,288200,281400,0,12,4,0,5619900,5487300,0
Morocco,Al Hoceima,BAT,BENSON & HEDGES,58737,BENSON & HEDGES - SPECIAL FILTER KS BOX,400,588,964,1055,0,0,0,79.38,130.14,142.425
Cameroon,Douala,BAT,ROTHMANS,110637,ROTHMANS - CLICK (BLUE) KS BOX C,200,40400,10800,0,11,2,0,0,0,0
Canary Islands,Tenerife,JTI,STERLING,44904,STERLING - KS BOX,200,1424200,940400,1210800,12,12,11,205796.9,159215.33,241743.19
Netherlands,Amsterdam - Schiphol,PMI,MARLBORO,123482,MARLBORO - (RED FWD) KS BOX - NETHERLANDS DF - IDM NETHERLANDS,200,3038800,3062000,2586200,12,12,11,970896.6,1096799,955600.9
South Korea,Seoul,JTI,MEVIUS,106769,MEVIUS - ORIGINAL 10 KS SOFT,200,55000,335200,376200,6,12,11,7975,48604,54549
Spain,Barcelona,JTI,STERLING,58605,STERLING - MENTHOL MENTHOL KS BOX,200,499000,1281000,820800,9,12,11,88073.5,306045.51,245677.37
