Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score,Cluster
Luang Prabang,0.0,0.0,5.3,0.0,1.32,1
Zhufeng,0.0,0.0,5.3,0.0,1.32,1
Pittsburg,0.0,0.0,5.3,0.0,1.32,1
Julfa,0.0,0.0,5.3,0.0,1.32,1
Weihai Dashuibo,6.75,9.96,5.07,4.71,6.62,0
Buenos Aires Aeroparque,6.91,0.0,0.7,0.0,1.9,1
Komatsu,4.76,0.0,6.42,8.13,4.83,2
Chongqing Jiangbei,5.99,9.91,0.06,9.99,6.49,3
Bydgoszcz,5.17,0.0,3.09,9.18,4.36,2
Maputo,9.17,0.0,0.0,0.0,2.29,1
Bodrum Airport,6.75,9.61,0.07,9.37,6.45,3
Milazzo,0.0,0.0,5.3,0.0,1.32,1
